Label,wrist,thumb cmc,thumb mcp,thumb ip,thumb tip,index finger mcp,index finger pip,index finger dip,index finger tip,middle finger mcp,middle finger pip,middle finger dip,middle finger tip,ring finger mcp,ring finger pip,ring finger dip,ring finger tip,pinky mcp,pinky pip,pinky dip,pinky tip
0,"[0.05008038133382797, 0.018666470423340797, 0.06428215652704239]","[0.019373973831534386, 0.007369263097643852, 0.05524752289056778]","[0.004588271025568247, 0.006443738006055355, 0.050012797117233276]","[-0.009320844896137714, 0.02149159461259842, 0.021461280062794685]","[-0.017750829458236694, 0.033378489315509796, -0.0001356692228000611]","[-0.008831106126308441, 0.0011241501197218895, 0.013426660560071468]","[-0.02067270502448082, 0.007682166527956724, 0.006006733048707247]","[-0.039481379091739655, 0.010819993913173676, 0.011883126571774483]","[-0.06052924320101738, 0.023156579583883286, 0.007872037589550018]","[-0.002808829303830862, -0.0006334458012133837, 0.0009141783812083304]","[-0.007189205847680569, 0.007551036309450865, -0.0008791706059128046]","[-0.0061983210034668446, 0.018311159685254097, 0.013097456656396389]","[-0.0010333710815757513, 0.0014827967388555408, 0.03665969520807266]","[0.00441548228263855, -0.0015831001801416278, -0.008756009861826897]","[0.004869319498538971, 0.01854192465543747, -0.006051476113498211]","[0.00795007310807705, 0.020792102441191673, 0.010977864265441895]","[0.011541037820279598, 0.004388768225908279, 0.032214727252721786]","[0.0177135206758976, 0.007833816111087799, -0.00969849992543459]","[0.010295091196894646, 0.023661520332098007, -0.0073054214008152485]","[0.010380605235695839, 0.01996811106801033, 0.011781610548496246]","[0.015965525060892105, 0.012077044695615768, 0.019759785383939743]"
0,"[-0.006574526429176331, 0.08436388522386551, -0.02023797109723091]","[-0.027922675013542175, 0.04949665814638138, -0.027888767421245575]","[-0.02736044116318226, 0.014483222737908363, -0.027077147737145424]","[-0.024242574349045753, -0.020684994757175446, -0.027705499902367592]","[-0.002884182147681713, -0.04148004949092865, -0.026988213881850243]","[-0.026388829573988914, -0.013554991222918034, 0.0038677032571285963]","[-0.029639791697263718, -0.0392276830971241, -0.0005502540152519941]","[-0.032283470034599304, -0.06143826246261597, -0.0064420923590660095]","[-0.03287656605243683, -0.07793091237545013, -0.024308953434228897]","[-0.005802594590932131, -0.004624891094863415, 0.007644528057426214]","[-0.003908383660018444, -0.02992655709385872, -0.02160811237990856]","[-0.013569350354373455, -0.01157972402870655, -0.03459520265460014]","[-0.00908057950437069, 0.0015209142584353685, -0.013929911889135838]","[0.015627926215529442, 0.008283032104372978, -0.00014231381646823138]","[0.008911180309951305, -0.006086227484047413, -0.03219269588589668]","[0.00027729663997888565, 0.014136270619928837, -0.03886278346180916]","[0.007230955176055431, 0.02804827317595482, -0.016342928633093834]","[0.027082402259111404, 0.02386697567999363, -0.013011615723371506]","[0.020874906331300735, 0.014382794499397278, -0.03274243324995041]","[0.011337538249790668, 0.026238147169351578, -0.04164501279592514]","[0.021208755671977997, 0.035495270043611526, -0.026610979810357094]"
0,"[-0.0779154822230339, 0.010467758402228355, 0.0325489342212677]","[-0.0644557774066925, 0.008592204190790653, -0.01094733364880085]","[-0.0327632874250412, 0.022837059572339058, -0.0150506142526865]","[-0.0014556876849383116, 0.03053402155637741, -0.027830833569169044]","[0.02086494490504265, 0.03057112917304039, -0.023121586069464684]","[-0.0014365422539412975, -0.0120975561439991, -0.020305927842855453]","[0.024539945647120476, -0.017997443675994873, -0.031613219529390335]","[0.04912571236491203, -0.020825276151299477, -0.032900646328926086]","[0.07600399106740952, -0.02545413002371788, -0.046785853803157806]","[0.0021513630636036396, -0.005564466584473848, 0.00019491063721943647]","[0.02113642916083336, 0.011473380960524082, -0.019681669771671295]","[0.009139515459537506, 0.021170159801840782, -0.023144587874412537]","[0.00574328051880002, 0.012392430566251278, -0.01901944912970066]","[0.0014396629994735122, 0.007754595950245857, 0.013386349193751812]","[0.010533526539802551, 0.029507743194699287, 0.0007878588512539864]","[-0.007303671445697546, 0.04069814458489418, 0.003444492584094405]","[-0.02164655365049839, 0.03325526788830757, 0.014253667555749416]","[-0.006237163208425045, 0.015993887558579445, 0.030847543850541115]","[0.0025130510330200195, 0.026548262685537338, 0.018223801627755165]","[-0.013211062178015709, 0.03969293832778931, 0.016653716564178467]","[-0.02401769533753395, 0.036149077117443085, 0.023452339693903923]"
0,"[0.08455201983451843, 0.029801558703184128, -0.018893752247095108]","[0.048355910927057266, 0.03151143714785576, -0.03299150615930557]","[0.017095865681767464, 0.015961354598402977, -0.03564171493053436]","[-0.011259662918746471, -0.0011552833020687103, -0.03226347267627716]","[-0.03359978273510933, -0.011302238330245018, -0.024185845628380775]","[-0.01883239857852459, 0.01653173379600048, -0.005813582334667444]","[-0.05058072507381439, 0.012493081390857697, -0.006488262675702572]","[-0.0719897523522377, 0.003977742046117783, -0.009775931015610695]","[-0.092842236161232, -0.0008202232420444489, -0.028090504929423332]","[-0.005895719397813082, 0.0037744343280792236, 0.006523643154650927]","[-0.018184538930654526, -0.01969604566693306, -0.0129207419231534]","[-0.0043750642798841, -0.016705680638551712, -0.027539731934666634]","[0.007095228414982557, -0.004039491526782513, -0.02152787335216999]","[0.011785619892179966, -0.01344079989939928, 0.006225711666047573]","[0.005595424212515354, -0.029909439384937286, -0.011530354619026184]","[0.021324222907423973, -0.025100501254200935, -0.023855222389101982]","[0.031465113162994385, -0.012661343440413475, -0.018856892362236977]","[0.030547020956873894, -0.01747693493962288, 0.0008961925632320344]","[0.02427509054541588, -0.031509049236774445, -0.013149344362318516]","[0.03610781580209732, -0.029365595430135727, -0.026443680748343468]","[0.04336322098970413, -0.0163639597594738, -0.02735484391450882]"
0,"[0.0714430958032608, 0.028857100754976273, 0.05284271761775017]","[0.044044628739356995, 0.04528694599866867, 0.034973498433828354]","[0.01812879741191864, 0.0441582053899765, 0.016273582354187965]","[-0.005402613431215286, 0.03938319534063339, -0.008999842219054699]","[-0.025230763480067253, 0.022876983508467674, -0.02977806143462658]","[-0.017431173473596573, 0.021703345701098442, 0.00611555390059948]","[-0.04317903146147728, 0.02349863573908806, -0.007321533747017384]","[-0.06563154608011246, 0.02052227221429348, -0.019886529073119164]","[-0.08867201209068298, 0.020882070064544678, -0.037834763526916504]","[-0.008316329680383205, 0.0009464549366384745, 0.004046636633574963]","[-0.010123435407876968, 0.01336950995028019, -0.028438322246074677]","[0.007590841501951218, 0.030423127114772797, -0.026831062510609627]","[0.017915716394782066, 0.026633910834789276, -0.006725734565407038]","[0.009430164471268654, -0.014205537736415863, -0.003717739600688219]","[0.014697786420583725, 0.008972839452326298, -0.030181782320141792]","[0.03261255845427513, 0.02499605529010296, -0.01938699744641781]","[0.04270792752504349, 0.01843232288956642, 0.008714127354323864]","[0.030475156381726265, -0.013511138036847115, -0.008926767855882645]","[0.03324512392282486, -0.0010500364005565643, -0.027777807787060738]","[0.043284572660923004, 0.016971468925476074, -0.023591453209519386]","[0.048547569662332535, 0.01028369553387165, 0.00021137474686838686]"
0,"[-0.04063265770673752, 0.08177067339420319, -0.026395870372653008]","[-0.03814444690942764, 0.04595540463924408, -0.04165720194578171]","[-0.013999715447425842, 0.020622428506612778, -0.04304424673318863]","[0.012315669097006321, 0.0006237030029296875, -0.03953777998685837]","[0.0359945148229599, -0.014403157867491245, -0.0293895211070776]","[-0.014071820303797722, -0.021469231694936752, -0.00602413434535265]","[0.004076948389410973, -0.04637272655963898, -0.004865396302193403]","[0.02354235202074051, -0.06310135871171951, -0.007843242958188057]","[0.03498080372810364, -0.07763957977294922, -0.02908332832157612]","[-0.0027668382972478867, -0.0060029225423932076, 0.007229152601212263]","[0.021876441314816475, -0.010730316862463951, -0.01588798500597477]","[0.013200705870985985, 0.0031111263670027256, -0.03435194119811058]","[-0.0025375704281032085, 0.011980901472270489, -0.027004346251487732]","[0.010055902414023876, 0.011595042422413826, 0.00565620930865407]","[0.02498018369078636, 0.012198908254504204, -0.019644195213913918]","[0.013883847743272781, 0.028877194970846176, -0.03202928230166435]","[-0.00183098204433918, 0.03814615309238434, -0.022608986124396324]","[0.010817375965416431, 0.032049745321273804, -0.0009407842881046236]","[0.022689787670969963, 0.02971572056412697, -0.020050253719091415]","[0.015331793576478958, 0.04010975733399391, -0.03662388399243355]","[0.0033718254417181015, 0.048505544662475586, -0.03342261165380478]"
0,"[-0.02892194874584675, 0.08653334528207779, -0.007446769159287214]","[-0.03836806118488312, 0.054563455283641815, -0.029041949659585953]","[-0.023297568783164024, 0.02588520012795925, -0.03482448309659958]","[-0.005634667351841927, -0.0018444218439981341, -0.03647587448358536]","[0.01637885347008705, -0.02194788306951523, -0.02805362455546856]","[-0.020912431180477142, -0.01674537919461727, -0.007760874927043915]","[-0.009646624326705933, -0.045540377497673035, -0.009819651953876019]","[0.0025136228650808334, -0.06319373846054077, -0.01271793618798256]","[0.010126587003469467, -0.08093958348035812, -0.03317062184214592]","[-0.00392896868288517, -0.006865546572953463, 0.005265345331281424]","[0.01512552984058857, -0.017048079520463943, -0.02099495381116867]","[0.006616908125579357, -0.00014229444786906242, -0.035587552934885025]","[-0.0038738087750971317, 0.011948815546929836, -0.023928984999656677]","[0.014260155148804188, 0.009524887427687645, 0.00678470591083169]","[0.02282441221177578, 0.008182413876056671, -0.0227933619171381]","[0.010820056311786175, 0.027633000165224075, -0.029849929735064507]","[-0.001002548262476921, 0.03741640970110893, -0.011295188218355179]","[0.02076585218310356, 0.029310159385204315, 0.004379880614578724]","[0.028176788240671158, 0.026281869038939476, -0.016679685562849045]","[0.0177201759070158, 0.04132697731256485, -0.027797376736998558]","[0.009493183344602585, 0.046625830233097076, -0.016458598896861076]"
0,"[-0.0902043804526329, -0.010020006448030472, 0.002606349065899849]","[-0.06673240661621094, -0.009249607101082802, -0.025868181139230728]","[-0.033464014530181885, 0.009555377997457981, -0.018249554559588432]","[-0.005301991477608681, 0.024980174377560616, -0.017710067331790924]","[0.019682489335536957, 0.029888689517974854, -0.005310071166604757]","[0.008545690216124058, -0.011847272515296936, -0.008754809387028217]","[0.038075048476457596, -0.010299700312316418, -0.016636483371257782]","[0.06254616379737854, -0.002937421202659607, -0.01620102860033512]","[0.08746479451656342, 0.0014905855059623718, -0.03252421319484711]","[0.0052948021329939365, -0.0039856224320828915, 0.004642242565751076]","[0.01253306120634079, 0.01946048066020012, -0.012260131537914276]","[-0.010222389362752438, 0.023737305775284767, -0.016275743022561073]","[-0.025965405628085136, 0.014504152350127697, -0.0009384838631376624]","[-0.0031854957342147827, 0.007513611577451229, 0.006803634576499462]","[-0.0012874901294708252, 0.02852581813931465, -0.003595404326915741]","[-0.024503452703356743, 0.03256387636065483, -0.009674258530139923]","[-0.038887497037649155, 0.02344706654548645, -0.0020818966440856457]","[-0.019260620698332787, 0.013080802746117115, 0.010615015402436256]","[-0.01195593923330307, 0.0257620457559824, -0.0026818534824997187]","[-0.02748803421854973, 0.03164275363087654, -0.010466315783560276]","[-0.039799585938453674, 0.02597820572555065, -0.010922005400061607]"
0,"[-0.06019030138850212, 0.020525764673948288, 0.07416458427906036]","[-0.06417336314916611, 0.023071959614753723, 0.012057729996740818]","[-0.049779437482357025, 0.03368331491947174, -0.007805739529430866]","[-0.02849002555012703, 0.04349096119403839, -0.029634272679686546]","[-0.0028914567083120346, 0.04883338883519173, -0.03517116606235504]","[-0.01860310323536396, -0.002543595153838396, -0.0304331723600626]","[-0.0033694091252982616, 4.755950067192316e-05, -0.04879208281636238]","[0.017941076308488846, 0.008400536142289639, -0.04963374510407448]","[0.039964236319065094, 0.020390115678310394, -0.05485977977514267]","[-0.00023858598433434963, -0.004472507629543543, -0.0020629854407161474]","[0.003369735088199377, 0.0028354120440781116, -0.014520924538373947]","[-0.008895451202988625, 0.009510740637779236, -0.006698220502585173]","[-0.01401116419583559, -0.009722959250211716, 0.013292099349200726]","[0.011737647466361523, 0.001147071598097682, 0.020992064848542213]","[0.006259955931454897, 0.005476545542478561, 0.004519863985478878]","[-0.007604476995766163, 0.018371209502220154, 0.01678571291267872]","[-0.01447822991758585, 0.002884723013266921, 0.03577936813235283]","[0.011917352676391602, 0.006599149666726589, 0.050131045281887054]","[0.008176008239388466, 0.011750133708119392, 0.03580925986170769]","[-0.0026911641471087933, 0.019330933690071106, 0.041789308190345764]","[-0.0010824648197740316, 0.0096805514767766, 0.04542533680796623]"
0,"[0.017511513084173203, 0.08129358291625977, 0.03973540663719177]","[-0.009738397784531116, 0.0559086799621582, 0.04275892674922943]","[-0.024281110614538193, 0.030951162800192833, 0.03642142191529274]","[-0.04022141173481941, 0.008428978733718395, 0.017941802740097046]","[-0.043082673102617264, -0.009631319902837276, -0.0045631262473762035]","[-0.016335895285010338, -0.010579978115856647, 0.020978396758437157]","[-0.026230784133076668, -0.0324893482029438, 0.006319002714008093]","[-0.04010355472564697, -0.051219675689935684, -0.0032636134419590235]","[-0.05566589906811714, -0.06520453095436096, -0.02551720105111599]","[-0.001907920464873314, -0.004882847424596548, 0.004773798864334822]","[-0.0240195132791996, -0.005733374506235123, -0.010572151280939579]","[-0.034247029572725296, 0.016146035864949226, 0.0009523988119326532]","[-0.020714903250336647, 0.026500606909394264, 0.01621423475444317]","[0.009858536534011364, 0.006290438584983349, -0.013371176086366177]","[-0.016814671456813812, 0.01755809225142002, -0.020160693675279617]","[-0.022698070853948593, 0.03607935085892677, -0.005498211830854416]","[-0.008502060547471046, 0.043394580483436584, 0.011418626643717289]","[0.012422878295183182, 0.02650710567831993, -0.024063849821686745]","[-0.008220675401389599, 0.03277398273348808, -0.026590151712298393]","[-0.014454642310738564, 0.042643338441848755, -0.009632431901991367]","[-0.004401200916618109, 0.04440918192267418, 0.0034586999099701643]"
0,"[-0.04685244336724281, 0.07514794170856476, -0.008198591880500317]","[-0.04848198592662811, 0.03541732206940651, -0.030619552358984947]","[-0.023167673498392105, 0.015336327254772186, -0.03438536822795868]","[0.002849503420293331, 0.00022933143191039562, -0.043375249952077866]","[0.02754024602472782, -0.010947298258543015, -0.03226419910788536]","[-0.013120787218213081, -0.02405582368373871, -0.00433636549860239]","[0.0011903177946805954, -0.04938838630914688, -0.005783296190202236]","[0.019861120730638504, -0.06437280774116516, -0.009076983667910099]","[0.025496387854218483, -0.07873214781284332, -0.029898321256041527]","[0.0003342023119330406, -0.005163298919796944, 0.0033275289461016655]","[0.02287963777780533, -0.012322474271059036, -0.020831815898418427]","[0.006608552299439907, -0.000568364979699254, -0.0415324866771698]","[-0.008452420122921467, 0.004231077153235674, -0.032662875950336456]","[0.010444252751767635, 0.01078365184366703, 0.004752130247652531]","[0.02074330858886242, 0.014667388051748276, -0.026153458282351494]","[0.002393626607954502, 0.02653394639492035, -0.03589486703276634]","[-0.0063531966879963875, 0.028872178867459297, -0.02123337797820568]","[0.0054230717942118645, 0.035699859261512756, -0.0017696343129500747]","[0.014928696677088737, 0.03395570069551468, -0.020178595557808876]","[0.002349868416786194, 0.03781960532069206, -0.032210953533649445]","[-0.0065709445625543594, 0.043519943952560425, -0.024316921830177307]"
0,"[0.035348840057849884, 0.015851400792598724, 0.07359226047992706]","[0.005636246409267187, 0.006961171980947256, 0.058861855417490005]","[-0.008818276226520538, 0.01150390226393938, 0.04987058416008949]","[-0.016529669985175133, 0.02759580872952938, 0.022613150998950005]","[-0.02720511332154274, 0.03710082173347473, 0.0038611842319369316]","[-0.008918747305870056, 0.003214519238099456, 0.006755799986422062]","[-0.019042128697037697, 0.00679820915684104, 0.0019024356734007597]","[-0.042034659534692764, 0.01318978238850832, 0.010575884021818638]","[-0.06778434664011002, 0.024401389062404633, 0.003496707882732153]","[-0.0013048266991972923, -0.00026370264822617173, -0.00022321460710372776]","[-0.004901773761957884, 0.007415041793137789, 0.0005013169720768929]","[-0.007786302361637354, 0.014641962945461273, 0.019728735089302063]","[-0.004206598736345768, -0.005063599441200495, 0.04584265127778053]","[0.00439790915697813, -0.004479778464883566, -0.00392068549990654]","[0.005436107516288757, 0.012184901162981987, 0.0019000997999683022]","[0.0062020327895879745, 0.01432827115058899, 0.021312378346920013]","[0.0065196724608540535, -0.002531703095883131, 0.03906749561429024]","[0.01456111017614603, 0.005713601130992174, 0.00038304482586681843]","[0.008627112954854965, 0.017831498757004738, 0.00542053347453475]","[0.0036717532202601433, 0.012387031689286232, 0.0252143032848835]","[0.007945863530039787, 0.004814972635358572, 0.03615274280309677]"
0,"[-0.0811104029417038, 0.004975114017724991, 0.031367454677820206]","[-0.0673268511891365, -0.00894116796553135, -0.01295427791774273]","[-0.043511614203453064, 0.00208402331918478, -0.019790681079030037]","[-0.02069055661559105, 0.013865123502910137, -0.034465301781892776]","[0.0015864605084061623, 0.02605539560317993, -0.03156263753771782]","[-0.0011777933686971664, -0.020391201600432396, -0.01956574060022831]","[0.021117964759469032, -0.01829860359430313, -0.032757848501205444]","[0.043275102972984314, -0.009849107824265957, -0.03652476519346237]","[0.06874803453683853, -0.0023456159979104996, -0.04967356473207474]","[0.003258323296904564, -0.005129386205226183, 0.002816525986418128]","[0.007947953417897224, 0.013782604597508907, -0.022508228197693825]","[-0.018260793760418892, 0.014986666850745678, -0.021510891616344452]","[-0.024821490049362183, 0.00640767440199852, 0.010870172642171383]","[0.0023366378154605627, 0.014041071757674217, 0.012567834928631783]","[-0.002658774610608816, 0.021518269553780556, -0.00900881178677082]","[-0.02752777189016342, 0.02384481579065323, -0.006285025272518396]","[-0.0330314040184021, 0.015887007117271423, 0.01950436644256115]","[-0.007983578369021416, 0.024109002202749252, 0.024594975635409355]","[-0.010373340919613838, 0.027158446609973907, 0.0075139920227229595]","[-0.029643720015883446, 0.026800330728292465, 0.005728265270590782]","[-0.03176224231719971, 0.024820426478981972, 0.014452331699430943]"
0,"[-0.08277517557144165, 0.012337030842900276, 0.03923860937356949]","[-0.06721518933773041, 0.0003191782161593437, 0.0031352415680885315]","[-0.03810129687190056, 0.014175254851579666, -0.005335784982889891]","[-0.007200947962701321, 0.023520413786172867, -0.02174057438969612]","[0.013761481270194054, 0.027781980112195015, -0.029962031170725822]","[-0.0015051946975290775, -0.020532796159386635, -0.011879410594701767]","[0.027591217309236526, -0.02606675587594509, -0.02505027875304222]","[0.053176432847976685, -0.030597131699323654, -0.03017110377550125]","[0.08067552000284195, -0.03436828777194023, -0.04203936457633972]","[0.0034729919862002134, -0.006692120805382729, 0.0002543377922847867]","[0.028456823900341988, -0.007283149752765894, -0.017325112596154213]","[0.050173070281744, -0.013187950477004051, -0.033449798822402954]","[0.08197949826717377, -0.03040875867009163, -0.045737188309431076]","[0.0007816348224878311, 0.013520242646336555, 0.009315450675785542]","[0.0054452624171972275, 0.024037061259150505, -0.004421323537826538]","[-0.014213369227945805, 0.026575377210974693, 0.0009849912021309137]","[-0.02678532339632511, 0.021725423634052277, 0.01609870418906212]","[-0.008303978480398655, 0.025115251541137695, 0.017839400097727776]","[-0.0009629251435399055, 0.025972623378038406, 0.007204386871308088]","[-0.02276778221130371, 0.030079498887062073, 0.005520111881196499]","[-0.03122265823185444, 0.028171958401799202, 0.012135851196944714]"
0,"[0.001993391662836075, 0.06419164687395096, 0.06892164051532745]","[-0.025129474699497223, 0.05555260181427002, 0.03994695097208023]","[-0.029455868527293205, 0.03579964488744736, 0.016002889722585678]","[-0.025821667164564133, 0.015285469591617584, -0.017106927931308746]","[-0.009751350618898869, -0.005711538717150688, -0.03891262039542198]","[-0.02763504534959793, -0.003520496189594269, -0.0028533823788166046]","[-0.03784346580505371, -0.01821145787835121, -0.020933791995048523]","[-0.039155639708042145, -0.035846490412950516, -0.026228995993733406]","[-0.042813174426555634, -0.05146840959787369, -0.042363062500953674]","[-0.004378173965960741, -0.006495646201074123, 0.00044973334297537804]","[-0.00708511658012867, 0.005546197760850191, -0.02861471101641655]","[-0.011721624992787838, 0.029676854610443115, -0.021440913900732994]","[-0.010891498066484928, 0.026366880163550377, 0.0037622798699885607]","[0.017077486962080002, 0.0007113083265721798, 0.0016449779504910111]","[0.010153897106647491, 0.02167697623372078, -0.024124694988131523]","[0.001229502260684967, 0.04221021384000778, -0.009626863524317741]","[-0.00016300193965435028, 0.042601048946380615, 0.022585755214095116]","[0.028727129101753235, 0.015893269330263138, 0.006631230469793081]","[0.02708633430302143, 0.030134938657283783, -0.008515924215316772]","[0.016141777858138084, 0.04743058234453201, -0.0005374297616071999]","[0.012708259746432304, 0.04543738067150116, 0.02423948235809803]"
0,"[-0.04001180827617645, 0.04269399866461754, 0.0635652169585228]","[-0.04708809778094292, 0.028648898005485535, 0.03599077835679054]","[-0.037611596286296844, 0.02197224274277687, 0.01176616083830595]","[-0.014828981831669807, 0.03239826858043671, -0.015375825576484203]","[0.004175562411546707, 0.04189422354102135, -0.02581976167857647]","[-0.01437379140406847, -0.009137716144323349, -0.004451695363968611]","[-0.003746818518266082, -0.006216054782271385, -0.02427399344742298]","[0.0023340536281466484, 0.006591691169887781, -0.026609094813466072]","[0.008148759603500366, 0.019609050825238228, -0.02960091084241867]","[-0.0019890740513801575, -0.003797070821747184, 8.257384615717456e-05]","[0.015864389017224312, -0.011998831294476986, -0.02021857351064682]","[0.011960732750594616, 0.007702760398387909, -0.02760847844183445]","[0.005370850674808025, 0.014597208239138126, -0.018047047778964043]","[0.00967622920870781, 0.0030641048215329647, 0.002884083427488804]","[0.02206667698919773, 0.012434538453817368, -0.015994705259799957]","[0.013035852462053299, 0.024616314098238945, -0.01879759691655636]","[0.003544920589774847, 0.025567201897501945, -0.014328430406749249]","[0.013742269948124886, 0.021259307861328125, 0.012869005091488361]","[0.014846589416265488, 0.03130440413951874, -0.0017182163428515196]","[0.008028299547731876, 0.04097941890358925, -0.003804469248279929]","[-0.002943103201687336, 0.04524398222565651, 0.00443304143846035]"
0,"[-0.07844384759664536, 0.005755164660513401, 0.056804656982421875]","[-0.06921727955341339, -0.009597172029316425, 0.007347923703491688]","[-0.04874378815293312, 0.0011567333713173866, -0.009614352136850357]","[-0.02704133279621601, 0.015397352166473866, -0.035959642380476]","[-0.003482160158455372, 0.02381955087184906, -0.040560975670814514]","[-0.003868441330268979, -0.020385153591632843, -0.021079637110233307]","[0.01588902249932289, -0.018375040963292122, -0.04216425120830536]","[0.03602302074432373, -0.012960592284798622, -0.04931514710187912]","[0.05809250473976135, -0.005720573477447033, -0.06733901798725128]","[0.003962855786085129, -0.004394308663904667, 0.0003087946679443121]","[0.002989470725879073, 0.015019835904240608, -0.021528134122490883]","[-0.019725920632481575, 0.016447102651000023, -0.011355634778738022]","[-0.02096802182495594, 0.004139619879424572, 0.019930796697735786]","[0.004089997615665197, 0.013637164607644081, 0.013640881516039371]","[-0.0049314661882817745, 0.023441458120942116, -0.0033085644245147705]","[-0.028447404503822327, 0.024456322193145752, 0.005958378314971924]","[-0.03199442848563194, 0.013463268056511879, 0.03166016563773155]","[-0.00699965562671423, 0.023340458050370216, 0.030465243384242058]","[-0.012660672888159752, 0.0292596947401762, 0.016671881079673767]","[-0.030290070921182632, 0.030086569488048553, 0.022180616855621338]","[-0.030003521591424942, 0.027637187391519547, 0.036628834903240204]"
0,"[-0.030180109664797783, 0.08457967638969421, -0.014094237238168716]","[-0.03615761548280716, 0.04634092375636101, -0.025258464738726616]","[-0.02041364088654518, 0.01571221463382244, -0.030547568574547768]","[0.003591744229197502, -0.008680827915668488, -0.03019705042243004]","[0.02655288204550743, -0.023156164214015007, -0.018812231719493866]","[-0.01687263324856758, -0.02278074063360691, -0.003221988445147872]","[-0.007770910859107971, -0.05135290324687958, -0.005415645893663168]","[0.001209944486618042, -0.07241881638765335, -0.009216913022100925]","[0.006954371929168701, -0.09099730849266052, -0.03081962838768959]","[-0.0031324063893407583, -0.006733071058988571, 0.006500112358480692]","[0.019052419811487198, -0.017154721543192863, -0.02019497938454151]","[0.011026211082935333, -0.004191512241959572, -0.033625371754169464]","[-0.0005866780411452055, 0.008899376727640629, -0.027773158624768257]","[0.011762915179133415, 0.012740068137645721, 0.003027708735316992]","[0.02305316925048828, 0.008599970489740372, -0.022757619619369507]","[0.012147469446063042, 0.022890333086252213, -0.03282802924513817]","[0.002338075079023838, 0.03475048765540123, -0.02093246392905712]","[0.014224208891391754, 0.035304293036460876, -0.0026117886882275343]","[0.02213378995656967, 0.02945592999458313, -0.019672667607665062]","[0.013394427485764027, 0.03617900237441063, -0.031005211174488068]","[0.005761913955211639, 0.04665116220712662, -0.02441445365548134]"
0,"[-0.03367631882429123, 0.055607058107852936, 0.06937622278928757]","[-0.045477766543626785, 0.04571317136287689, 0.024768369272351265]","[-0.03938860818743706, 0.04456470161676407, -0.004985156003385782]","[-0.028393270447850227, 0.04007426276803017, -0.03270132094621658]","[-0.009842525236308575, 0.034400951117277145, -0.04778306186199188]","[-0.02079216204583645, -0.0033316174522042274, -0.020279204472899437]","[-0.008227468468248844, -0.007625618018209934, -0.03944829851388931]","[-0.007137862499803305, 0.008437318727374077, -0.040004998445510864]","[-0.01130116730928421, 0.01998746767640114, -0.03177013620734215]","[-0.004376500379294157, -0.004904874600470066, -0.0004327122587710619]","[0.013673349283635616, -0.006633428856730461, -0.031142577528953552]","[0.002797897206619382, 0.010273115709424019, -0.031637683510780334]","[0.00043126940727233887, 0.014669006690382957, -0.01446592714637518]","[0.015495505183935165, 0.0018705017864704132, 0.011946852318942547]","[0.019181901589035988, 0.001932509709149599, -0.016550330445170403]","[0.008391478098928928, 0.01635749824345112, -0.014122464694082737]","[0.006082252133637667, 0.01887013204395771, 0.006193097680807114]","[0.019454699009656906, 0.010648213326931, 0.02761893905699253]","[0.025653842836618423, 0.013361314311623573, 0.005430553108453751]","[0.013218637555837631, 0.026094812899827957, 0.0010851139668375254]","[0.01126901526004076, 0.023850468918681145, 0.016896633431315422]"
0,"[0.08161313086748123, 0.031165165826678276, -0.02736832946538925]","[0.04549035429954529, 0.035174235701560974, -0.04287509620189667]","[0.014201374724507332, 0.018553515896201134, -0.04344342648983002]","[-0.013604383915662766, 0.00026343390345573425, -0.037244778126478195]","[-0.03787340968847275, -0.013375094160437584, -0.023209014907479286]","[-0.02115105837583542, 0.01740238070487976, -0.006759956944733858]","[-0.05162839964032173, 0.010875223204493523, -0.006553345359861851]","[-0.07371407747268677, 0.0026792362332344055, -0.008013254031538963]","[-0.09438587725162506, -0.0018819794058799744, -0.028341472148895264]","[-0.00591216841712594, 0.004104513209313154, 0.007358415983617306]","[-0.016913920640945435, -0.018088754266500473, -0.01597602292895317]","[-0.0024846335873007774, -0.013008583337068558, -0.029251305386424065]","[0.0074226828292012215, 0.0015009976923465729, -0.019594410434365273]","[0.012104612775146961, -0.013105025514960289, 0.006439538672566414]","[0.008052450604736805, -0.0286369901150465, -0.014661423861980438]","[0.023684697225689888, -0.019478164613246918, -0.02580244466662407]","[0.03304990753531456, -0.005235845223069191, -0.015497764572501183]","[0.031706977635622025, -0.018168482929468155, 0.0007797409780323505]","[0.0265598576515913, -0.03034267947077751, -0.016161788254976273]","[0.03697546571493149, -0.02559412457048893, -0.03116670995950699]","[0.045969512313604355, -0.011762510985136032, -0.026061728596687317]"
